Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Lil Jessie,2023-05-12 01:21:15,00:00:10,Autoplayed: user action: None; ,All American: Homecoming: Season 1_hook_04_16x9,HOOK,Roku Marlin Set Top Box,00:00:10,00:00:10,US (United States)
Lil Jessie,2023-05-12 01:18:49,00:00:04,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Queens,HOOK,Roku Marlin Set Top Box,00:00:04,Not latest view,US (United States)
Lil Jessie,2023-05-12 00:13:14,00:58:38,,Queen Charlotte: A Bridgerton Story: Season 1: Crown Jewels (Episode 6),,Roku Marlin Set Top Box,01:23:19,01:23:19,US (United States)
Lil Jessie,2023-05-12 00:12:13,00:00:09,Autoplayed: user action: None; ,A Man Called Otto_hook_01_16x9,HOOK,Roku Marlin Set Top Box,00:00:09,Not latest view,US (United States)
Lil Jessie,2023-05-12 00:11:34,00:00:13,Autoplayed: user action: None; ,G.I. Joe: Retaliation_hook_primary_16x9,HOOK,Roku Marlin Set Top Box,00:00:13,00:00:13,US (United States)
Lil Jessie,2023-05-12 00:11:15,00:00:11,Autoplayed: user action: None; ,Tyler Perry's The Family That Preys_hook_01_16x9,HOOK,Roku Marlin Set Top Box,00:00:11,00:00:11,US (United States)
Lil Jessie,2023-05-12 00:10:37,00:00:04,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Queens,HOOK,Roku Marlin Set Top Box,00:00:04,Not latest view,US (United States)
Lil Jessie,2023-05-11 06:00:04,00:16:29,,Bridgerton: Season 1: Diamond of the First Water (Episode 1),,Apple iPhone SE 3rd Gen iPhone,00:16:29,Not latest view,US (United States)
Lil Jessie,2023-05-11 04:34:55,01:09:23,,Queen Charlotte: A Bridgerton Story: Season 1: Crown Jewels (Episode 6),,Apple iPhone SE 3rd Gen iPhone,01:23:21,Not latest view,US (United States)
Lil Jessie,2023-05-11 03:07:13,00:32:07,,Queen Charlotte: A Bridgerton Story: Season 1: Gardens in Bloom (Episode 5),,Apple iPhone SE 3rd Gen iPhone,01:12:57,01:12:57,US (United States)
Lil Jessie,2023-05-10 04:11:09,00:13:41,,Queen Charlotte: A Bridgerton Story: Season 1: Gardens in Bloom (Episode 5),,Apple iPhone SE 3rd Gen iPhone,00:13:51,Not latest view,US (United States)
Lil Jessie,2023-05-10 03:46:07,00:03:32,,Queen Charlotte: A Bridgerton Story: Season 1: Holding the King (Episode 4),,Apple iPhone SE 3rd Gen iPhone,00:50:58,00:50:58,US (United States)
Lil Jessie,2023-05-10 03:46:01,00:00:04,Autoplayed: user action: None; ,Plot Clip 2: Queen Charlotte: A Bridgerton Story,HOOK,Apple iPhone SE 3rd Gen iPhone,00:00:05,00:00:05,US (United States)
Lil Jessie,2023-05-08 05:21:56,00:17:56,,Queen Charlotte: A Bridgerton Story: Season 1: Holding the King (Episode 4),,FireTV 4K Stick 2018,00:27:00,Not latest view,US (United States)
Lil Jessie,2023-05-08 02:17:10,00:09:00,,Queen Charlotte: A Bridgerton Story: Season 1: Holding the King (Episode 4),,FireTV 4K Stick 2018,00:09:06,Not latest view,US (United States)
Lil Jessie,2023-05-08 02:12:47,00:04:20,,Queen Charlotte: A Bridgerton Story: Season 1: Even Days (Episode 3),,FireTV 4K Stick 2018,00:53:01,00:53:01,US (United States)
Lil Jessie,2023-05-08 00:09:38,00:47:56,Autoplayed: user action: User_Interaction; ,Queen Charlotte: A Bridgerton Story: Season 1: Even Days (Episode 3),,FireTV 4K Stick 2018,00:48:45,Not latest view,US (United States)
Lil Jessie,2023-05-07 23:13:43,00:55:18,Autoplayed: user action: User_Interaction; ,Queen Charlotte: A Bridgerton Story: Season 1: Honeymoon Bliss (Episode 2),,FireTV 4K Stick 2018,00:57:54,00:57:54,US (United States)
Lil Jessie,2023-05-07 22:24:23,00:48:51,,Queen Charlotte: A Bridgerton Story: Season 1: Queen to Be (Episode 1),,FireTV 4K Stick 2018,00:52:10,00:52:10,US (United States)
Lil Jessie,2023-05-06 04:57:59,00:00:04,Autoplayed: user action: None; ,Queen Charlotte: A Bridgerton Story: Season 1: Holding the King (Episode 4),,FireTV 4K Stick 2018,00:00:10,Not latest view,US (United States)
Lil Jessie,2023-05-06 04:05:02,00:52:55,,Queen Charlotte: A Bridgerton Story: Season 1: Even Days (Episode 3),,FireTV 4K Stick 2018,00:53:01,Not latest view,US (United States)
Lil Jessie,2023-05-06 03:07:10,00:57:49,,Queen Charlotte: A Bridgerton Story: Season 1: Honeymoon Bliss (Episode 2),,FireTV 4K Stick 2018,00:57:55,Not latest view,US (United States)
Lil Jessie,2023-05-06 02:14:58,00:52:10,,Queen Charlotte: A Bridgerton Story: Season 1: Queen to Be (Episode 1),,FireTV 4K Stick 2018,00:52:10,Not latest view,US (United States)
Lil Jessie,2023-05-06 02:14:40,00:00:04,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: How to Get Rich,HOOK,FireTV 4K Stick 2018,00:00:04,Not latest view,US (United States)
Lil Jessie,2023-05-06 02:13:56,00:00:35,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:35,00:00:35,US (United States)
Lil Jessie,2023-05-05 17:32:31,00:08:58,,On My Block: Season 1: Chapter One (Episode 1),,Apple iPhone SE 3rd Gen iPhone,00:31:27,00:31:27,US (United States)
Lil Jessie,2023-05-05 06:00:42,00:09:56,,What Happened to Monday,,FireTV 4K Stick 2018,00:09:56,Not latest view,US (United States)
Lil Jessie,2023-05-05 05:34:03,00:01:41,,Season 1 Clip: How to Get Rich,HOOK,FireTV 4K Stick 2018,00:01:41,Not latest view,US (United States)
Lil Jessie,2023-05-05 05:31:42,00:02:19,,Season 2 Trailer: Sweet Tooth,TRAILER,FireTV 4K Stick 2018,00:02:19,00:02:19,US (United States)
Lil Jessie,2023-05-05 05:29:05,00:02:35,,Trailer: Queen Charlotte: A Bridgerton Story,TRAILER,FireTV 4K Stick 2018,00:02:35,Not latest view,US (United States)
Lil Jessie,2023-05-05 03:29:27,01:59:36,Autoplayed: user action: User_Interaction; ,What Happened to Monday,,FireTV 4K Stick 2018,01:59:36,Not latest view,US (United States)
Lil Jessie,2023-05-03 01:15:28,00:13:19,,On My Block: Season 1: Chapter One (Episode 1),,Apple iPhone SE 3rd Gen iPhone,00:13:20,Not latest view,US (United States)
Lil Jessie,2023-05-03 00:43:55,00:08:35,,Jerry Maguire,,Apple iPhone SE 3rd Gen iPhone,02:13:50,02:13:50,US (United States)
Lil Jessie,2023-05-02 21:58:31,00:01:50,,Jerry Maguire,,Apple iPhone SE 3rd Gen iPhone,01:49:38,Not latest view,US (United States)
Lil Jessie,2023-05-02 21:34:50,00:09:04,,Jerry Maguire,,Apple iPhone SE 3rd Gen iPhone,01:26:54,Not latest view,US (United States)
Lil Jessie,2023-05-02 20:40:56,00:01:41,,Jerry Maguire,,Apple iPhone SE 3rd Gen iPhone,01:16:29,Not latest view,US (United States)
Lil Jessie,2023-05-02 16:24:28,00:08:38,,Jerry Maguire,,Apple iPhone SE 3rd Gen iPhone,01:14:58,Not latest view,US (United States)
Lil Jessie,2023-05-01 18:10:59,00:01:38,,Jerry Maguire,,Apple iPhone SE 3rd Gen iPhone,00:39:28,Not latest view,US (United States)
Lil Jessie,2023-05-01 17:09:25,00:24:48,,Jerry Maguire,,Apple iPhone SE 3rd Gen iPhone,00:37:49,Not latest view,US (United States)
Lil Jessie,2023-05-01 16:32:00,00:00:05,Autoplayed: user action: None; ,Season 2 Part 2 Trailer: Firefly Lane,TRAILER,Apple iPhone SE 3rd Gen iPhone,00:00:06,Not latest view,US (United States)
Lil Jessie,2023-04-29 04:07:31,00:00:12,Autoplayed: user action: None; ,The Snowman_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:12,00:00:12,US (United States)
Lil Jessie,2023-04-29 04:07:12,00:00:05,Autoplayed: user action: None; ,Season 1 Supporting Character Clip: Transatlantic,HOOK,FireTV 4K Stick 2018,00:00:05,00:00:05,US (United States)
Lil Jessie,2023-04-29 04:06:16,00:00:52,Autoplayed: user action: None; ,Miriam Margolyes: Almost Australian: Season 1_hook_03_16x9,HOOK,FireTV 4K Stick 2018,00:00:52,00:00:52,US (United States)
Lil Jessie,2023-04-29 04:05:47,00:00:02,Autoplayed: user action: None; ,Over the Hedge,,FireTV 4K Stick 2018,00:00:03,00:00:03,US (United States)
Lil Jessie,2023-04-29 04:05:13,00:00:10,Autoplayed: user action: None; ,Supporting Character Clip: A Tourist's Guide to Love,HOOK,FireTV 4K Stick 2018,00:00:10,00:00:10,US (United States)
Lil Jessie,2023-04-29 04:04:56,00:00:13,Autoplayed: user action: None; ,Where Hands Touch_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:13,00:00:13,US (United States)
Lil Jessie,2023-04-29 04:04:36,00:00:11,Autoplayed: user action: None; ,Yizo Yizo: Season 1_hook_03_16x9,HOOK,FireTV 4K Stick 2018,00:00:11,00:00:11,US (United States)
Lil Jessie,2023-04-29 04:04:27,00:00:07,Autoplayed: user action: None; ,Supporting Character Clip: AKA,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-04-29 04:03:48,00:00:33,Autoplayed: user action: None; ,The Thing_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:33,00:00:33,US (United States)
Lil Jessie,2023-04-29 04:03:38,00:00:07,Autoplayed: user action: None; ,American Hustle_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-04-29 04:03:02,00:00:01,Autoplayed: user action: None; ,Florida Man: Limited Series: The Realest Goddamned Place on Earth (Episode 1),,FireTV 4K Stick 2018,00:00:01,00:00:01,US (United States)
Lil Jessie,2023-04-29 04:02:09,00:00:38,Autoplayed: user action: None; ,Supporting Character Clip 2: Florida Man,HOOK,FireTV 4K Stick 2018,00:00:38,00:00:38,US (United States)
Lil Jessie,2023-04-29 04:01:12,00:00:48,Autoplayed: user action: None; ,Inciting Incident Clip: Mighty Morphin Power Rangers: Once & Always,HOOK,FireTV 4K Stick 2018,00:00:48,00:00:48,US (United States)
Lil Jessie,2023-04-29 03:49:41,00:10:55,Autoplayed: user action: User_Interaction; ,African Queens: Njinga: Season 1: Death of a King (Episode 1),,FireTV 4K Stick 2018,00:10:55,00:10:55,US (United States)
Lil Jessie,2023-04-29 03:45:58,00:02:33,,The Diplomat: Season 1: The Cinderella Thing (Episode 1),,FireTV 4K Stick 2018,00:02:33,00:02:33,US (United States)
Lil Jessie,2023-04-29 03:45:47,00:00:09,Autoplayed: user action: None; ,Season 1 Plot Clip: The Diplomat,HOOK,FireTV 4K Stick 2018,00:00:09,00:00:09,US (United States)
Lil Jessie,2023-04-29 03:12:56,00:32:29,Autoplayed: user action: User_Interaction; ,BEEF: Season 1: Figures of Light (Episode 10),,FireTV 4K Stick 2018,00:31:39,00:31:39,US (United States)
Lil Jessie,2023-04-29 02:44:48,00:28:06,,BEEF: Season 1: The Great Fabricator (Episode 9),,FireTV 4K Stick 2018,00:28:11,00:28:11,US (United States)
Lil Jessie,2023-04-29 02:34:15,00:10:30,,BEEF: Season 1: The Drama of Original Choice (Episode 8),,FireTV 4K Stick 2018,00:33:19,00:33:19,US (United States)
Lil Jessie,2023-04-29 00:56:10,00:24:48,,BEEF: Season 1: The Drama of Original Choice (Episode 8),,FireTV 4K Stick 2018,00:22:51,Not latest view,US (United States)
Lil Jessie,2023-04-29 00:55:03,00:00:17,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: BEEF,HOOK,FireTV 4K Stick 2018,00:00:17,00:00:17,US (United States)
Lil Jessie,2023-04-28 05:19:31,00:00:04,Autoplayed: user action: None; ,BEEF: Season 1: Figures of Light (Episode 10),,FireTV 4K Stick 2018,00:00:07,Not latest view,US (United States)
Lil Jessie,2023-04-28 04:51:22,00:28:06,,BEEF: Season 1: The Great Fabricator (Episode 9),,FireTV 4K Stick 2018,00:28:11,Not latest view,US (United States)
Lil Jessie,2023-04-28 04:18:04,00:33:16,,BEEF: Season 1: The Drama of Original Choice (Episode 8),,FireTV 4K Stick 2018,00:33:19,Not latest view,US (United States)
Lil Jessie,2023-04-28 03:42:48,00:35:09,Autoplayed: user action: User_Interaction; ,BEEF: Season 1: I Am a Cage (Episode 7),,FireTV 4K Stick 2018,00:34:36,00:34:36,US (United States)
Lil Jessie,2023-04-28 03:20:26,00:22:05,Autoplayed: user action: User_Interaction; ,BEEF: Season 1: We Draw a Magic Circle (Episode 6),,FireTV 4K Stick 2018,00:34:03,00:34:03,US (United States)
Lil Jessie,2023-04-28 03:20:05,00:00:06,Autoplayed: user action: None; ,Season 7 Act 2 Conflict Clip: Workin' Moms,HOOK,FireTV 4K Stick 2018,00:00:06,00:00:06,US (United States)
Lil Jessie,2023-04-27 22:42:36,00:12:37,,BEEF: Season 1: We Draw a Magic Circle (Episode 6),,FireTV 4K Stick 2018,00:16:02,Not latest view,US (United States)
Lil Jessie,2023-04-27 22:24:31,00:09:45,,BEEF: Season 1: We Draw a Magic Circle (Episode 6),,FireTV 4K Stick 2018,00:03:25,Not latest view,US (United States)
Lil Jessie,2023-04-27 22:12:16,00:12:04,Autoplayed: user action: User_Interaction; ,BEEF: Season 1: Such Inward Secret Creatures (Episode 5),,FireTV 4K Stick 2018,00:33:08,00:33:08,US (United States)
Lil Jessie,2023-04-27 17:43:33,00:10:28,,BEEF: Season 1: Such Inward Secret Creatures (Episode 5),,Apple iPhone SE 3rd Gen iPhone,00:21:03,Not latest view,US (United States)
Lil Jessie,2023-04-27 17:08:07,00:35:10,,BEEF: Season 1: Just Not All at the Same Time (Episode 4),,Apple iPhone SE 3rd Gen iPhone,00:34:30,00:34:30,US (United States)
Lil Jessie,2023-04-27 17:07:45,00:00:19,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: BEEF,HOOK,Apple iPhone SE 3rd Gen iPhone,00:00:20,Not latest view,US (United States)
Lil Jessie,2023-04-27 17:05:10,00:02:20,,Indian Matchmaking: Season 3: Husband-in-Waiting (Episode 1),,Apple iPhone SE 3rd Gen iPhone,00:02:20,00:02:20,US (United States)
Lil Jessie,2023-04-27 17:05:02,00:00:05,Autoplayed: user action: None; ,Season 2 Clip: Indian Matchmaking,HOOK,Apple iPhone SE 3rd Gen iPhone,00:00:06,00:00:06,US (United States)
Lil Jessie,2023-04-27 04:15:35,00:00:04,Autoplayed: user action: None; ,BEEF: Season 1: Just Not All at the Same Time (Episode 4),,FireTV 4K Stick 2018,00:00:07,Not latest view,US (United States)
Lil Jessie,2023-04-27 03:42:58,00:32:34,,BEEF: Season 1: I Am Inhabited by a Cry (Episode 3),,FireTV 4K Stick 2018,00:32:39,00:32:39,US (United States)
Lil Jessie,2023-04-27 03:12:01,00:30:55,,BEEF: Season 1: The Rapture of Being Alive (Episode 2),,FireTV 4K Stick 2018,00:31:00,00:31:00,US (United States)
Lil Jessie,2023-04-27 02:35:18,00:36:41,,"BEEF: Season 1: The Birds Don't Sing, They Screech in Pain (Episode 1)",,FireTV 4K Stick 2018,00:36:41,00:36:41,US (United States)
Lil Jessie,2023-04-27 02:34:28,00:00:11,Autoplayed: user action: None; ,Season 1: Cliffhanger Clip: Turning Point: 9/11 and the War on Terror,HOOK,FireTV 4K Stick 2018,00:00:11,00:00:11,US (United States)
Lil Jessie,2023-04-27 02:34:13,00:00:07,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Cyberpunk: Edgerunners,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-04-27 02:31:39,00:01:57,Autoplayed: user action: None; ,Born on the Fourth of July_hook_02_16x9,HOOK,FireTV 4K Stick 2018,00:01:57,Not latest view,US (United States)
Lil Jessie,2023-04-27 02:31:26,00:00:07,Autoplayed: user action: None; ,Workin' Moms: Season 1 - Upper Bound Clip 8,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-04-27 02:30:59,00:00:09,Autoplayed: user action: None; ,Relatable Clip: The Light We Carry: Michelle Obama and Oprah Winfrey,HOOK,FireTV 4K Stick 2018,00:00:09,00:00:09,US (United States)
Lil Jessie,2023-04-27 02:30:40,00:00:17,Autoplayed: user action: None; ,Season 1 Plot Clip: The Diplomat,HOOK,FireTV 4K Stick 2018,00:00:17,Not latest view,US (United States)
Lil Jessie,2023-04-27 02:30:27,00:00:04,Autoplayed: user action: None; ,Season 1 Character Intro Clip: American Manhunt: The Boston Marathon Bombing,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Lil Jessie,2023-04-26 21:31:50,00:51:24,,Project Power,,FireTV 4K Stick 2018,01:43:30,01:43:30,US (United States)
Lil Jessie,2023-04-26 17:47:18,00:08:14,,Project Power,,Apple iPhone SE 3rd Gen iPhone,00:52:07,Not latest view,US (United States)
Lil Jessie,2023-04-26 05:29:57,00:09:55,,Project Power,,FireTV 4K Stick 2018,00:09:55,Not latest view,US (United States)
Lil Jessie,2023-04-26 05:04:38,00:00:20,,Trailer: John Mulaney: Baby J,HOOK,FireTV 4K Stick 2018,00:00:20,00:00:20,US (United States)
Lil Jessie,2023-04-26 05:02:55,00:01:40,,Season 1 Clip: How to Get Rich,HOOK,FireTV 4K Stick 2018,00:01:40,Not latest view,US (United States)
Lil Jessie,2023-04-26 05:01:01,00:01:51,Autoplayed: user action: None; ,Trailer: Whitney Houston: I Wanna Dance with Somebody,TRAILER,FireTV 4K Stick 2018,00:01:51,00:01:51,US (United States)
Lil Jessie,2023-04-26 03:14:27,01:46:32,,Project Power,,FireTV 4K Stick 2018,01:46:32,Not latest view,US (United States)
Lil Jessie,2023-04-26 03:14:19,00:00:05,Autoplayed: user action: None; ,Project Power - CLM 7,HOOK,FireTV 4K Stick 2018,00:00:05,00:00:05,US (United States)
Lil Jessie,2023-04-26 03:14:08,00:00:09,Autoplayed: user action: None; ,Moment of High Emotion Clip: Don't Look Up,HOOK,FireTV 4K Stick 2018,00:00:09,00:00:09,US (United States)
Lil Jessie,2023-04-26 03:13:57,00:00:05,Autoplayed: user action: None; ,Bad Boys II_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:05,00:00:05,US (United States)
Lil Jessie,2023-04-26 03:13:33,00:00:21,Autoplayed: user action: None; ,Villain / Antagonist Clip: The Harder They Fall,HOOK,FireTV 4K Stick 2018,00:00:21,00:00:21,US (United States)
Lil Jessie,2023-04-26 03:13:19,00:00:07,Autoplayed: user action: None; ,Uncharted_hook_01_16x9,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-04-26 03:11:26,00:00:49,Autoplayed: user action: None; ,How to Lose a Guy in 10 Days_Autohook_7_16x9,HOOK,FireTV 4K Stick 2018,00:00:49,00:00:49,US (United States)
Lil Jessie,2023-04-26 03:11:19,00:00:05,Autoplayed: user action: None; ,The Woman King_hook_04_16x9,HOOK,FireTV 4K Stick 2018,00:00:05,00:00:05,US (United States)
Lil Jessie,2023-04-26 03:10:40,00:00:01,Autoplayed: user action: None; ,The Pursuit of Happyness,,FireTV 4K Stick 2018,00:00:02,00:00:02,US (United States)
Lil Jessie,2023-04-26 03:10:33,00:00:04,Autoplayed: user action: None; ,21 Jump Street_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Lil Jessie,2023-04-26 03:10:11,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: Full Swing,TRAILER,FireTV 4K Stick 2018,00:00:05,00:00:05,US (United States)
Lil Jessie,2023-04-26 03:09:20,00:00:25,Autoplayed: user action: None; ,Season 1 Trailer: The Night Agent,TRAILER,FireTV 4K Stick 2018,00:00:25,Not latest view,US (United States)
Lil Jessie,2023-04-26 03:08:40,00:00:38,Autoplayed: user action: None; ,Season 1 Trailer: Lenox Hill,TRAILER,FireTV 4K Stick 2018,00:00:38,00:00:38,US (United States)
Lil Jessie,2023-04-26 03:08:14,00:00:04,Autoplayed: user action: None; ,Flint Town: Season 1_hook_08_16x9,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Lil Jessie,2023-04-26 03:07:45,00:00:15,Autoplayed: user action: None; ,Season 1 Plot Clip: The Diplomat,HOOK,FireTV 4K Stick 2018,00:00:15,Not latest view,US (United States)
Lil Jessie,2023-04-26 03:05:34,00:01:58,,Whitney Houston: I Wanna Dance with Somebody,,FireTV 4K Stick 2018,00:01:58,00:01:58,US (United States)
Lil Jessie,2023-04-26 03:05:21,00:00:07,Autoplayed: user action: None; ,Whitney Houston: I Wanna Dance with Somebody_hook_03_16x9,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-04-24 16:53:03,00:21:50,,The Anthrax Attacks,,Apple iPhone SE 3rd Gen iPhone,01:27:17,01:27:17,US (United States)
Lil Jessie,2023-04-23 09:22:52,00:09:58,,Open Season,,FireTV 4K Stick 2018,00:09:58,00:09:58,US (United States)
Lil Jessie,2023-04-23 08:57:15,00:00:38,,Shark Tale_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:38,00:00:38,US (United States)
Lil Jessie,2023-04-23 08:55:51,00:01:23,,Season 1 Trailer: Chimp Empire,TRAILER,FireTV 4K Stick 2018,00:01:23,00:01:23,US (United States)
Lil Jessie,2023-04-23 08:54:27,00:01:22,Autoplayed: user action: None; ,Trailer: Mighty Morphin Power Rangers: Once & Always,TRAILER,FireTV 4K Stick 2018,00:01:22,00:01:22,US (United States)
Lil Jessie,2023-04-23 07:34:48,01:19:35,,Open Season,,FireTV 4K Stick 2018,01:19:35,Not latest view,US (United States)
Lil Jessie,2023-04-22 16:45:36,00:14:30,,"American Manhunt: The Boston Marathon Bombing: Season 1: White Hat, Black Hat (Episode 1)",,Apple iPhone SE 3rd Gen iPhone,00:14:31,00:14:31,US (United States)
Lil Jessie,2023-04-21 03:53:24,00:00:09,Autoplayed: user action: None; ,Over the Hedge,,FireTV 4K Stick 2018,00:00:09,Not latest view,US (United States)
Lil Jessie,2023-04-21 03:27:23,00:01:03,,Powerpuff Girls: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:01:03,00:01:03,US (United States)
Lil Jessie,2023-04-21 03:25:59,00:01:22,,Trailer: Mighty Morphin Power Rangers: Once & Always,TRAILER,FireTV 4K Stick 2018,00:01:22,Not latest view,US (United States)
Lil Jessie,2023-04-21 03:24:34,00:01:23,Autoplayed: user action: None; ,Season 1 Trailer: Chimp Empire,TRAILER,FireTV 4K Stick 2018,00:01:23,Not latest view,US (United States)
Lil Jessie,2023-04-21 02:19:33,01:04:21,Autoplayed: user action: User_Interaction; ,Over the Hedge,,FireTV 4K Stick 2018,01:23:33,Not latest view,US (United States)
Lil Jessie,2023-04-20 02:19:27,00:01:12,,Season 4 Reunion Trailer: Love Is Blind,TRAILER,FireTV 4K Stick 2018,00:01:12,00:01:12,US (United States)
Lil Jessie,2023-04-20 02:17:45,00:01:41,,Season 1 Clip: How to Get Rich,HOOK,FireTV 4K Stick 2018,00:01:41,Not latest view,US (United States)
Lil Jessie,2023-04-20 02:15:48,00:01:55,Autoplayed: user action: None; ,Trailer: American Manhunt: The Boston Marathon Bombing,TRAILER,FireTV 4K Stick 2018,00:01:55,00:01:55,US (United States)
Lil Jessie,2023-04-20 01:45:51,00:29:19,,Friday Night Lights,,FireTV 4K Stick 2018,01:51:36,01:51:36,US (United States)
Lil Jessie,2023-04-20 01:10:47,00:29:58,,Friday Night Lights,,Apple iPhone SE 3rd Gen iPhone,01:29:05,Not latest view,US (United States)
Lil Jessie,2023-04-19 21:32:05,00:31:39,Autoplayed: user action: User_Interaction; ,Friday Night Lights,,FireTV 4K Stick 2018,00:59:07,Not latest view,US (United States)
Lil Jessie,2023-04-19 21:30:20,00:01:18,Autoplayed: user action: None; ,Moment of High Emotion Clip: Mighty Morphin Power Rangers: Once & Always,HOOK,FireTV 4K Stick 2018,00:01:18,00:01:18,US (United States)
Lil Jessie,2023-04-19 21:01:29,00:05:38,,Friday Night Lights,,Apple iPhone SE 3rd Gen iPhone,00:35:07,Not latest view,US (United States)
Lil Jessie,2023-04-19 20:28:10,00:09:30,,Friday Night Lights,,Apple iPhone SE 3rd Gen iPhone,00:29:28,Not latest view,US (United States)
Lil Jessie,2023-04-19 17:41:45,00:19:24,,Friday Night Lights,,Apple iPhone SE 3rd Gen iPhone,00:20:38,Not latest view,US (United States)
Lil Jessie,2023-04-18 05:19:50,00:09:56,,Over the Hedge,,FireTV 4K Stick 2018,00:09:56,Not latest view,US (United States)
Lil Jessie,2023-04-18 04:53:21,00:01:31,,Matilda_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:01:31,00:01:31,US (United States)
Lil Jessie,2023-04-18 04:52:02,00:01:17,,A League of Their Own_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:01:17,00:01:17,US (United States)
Lil Jessie,2023-04-18 04:50:58,00:01:03,Autoplayed: user action: None; ,Powerpuff Girls: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:01:03,Not latest view,US (United States)
Lil Jessie,2023-04-18 03:24:01,01:23:32,Autoplayed: user action: User_Interaction; ,Over the Hedge,,FireTV 4K Stick 2018,01:23:33,Not latest view,US (United States)
Lil Jessie,2023-04-16 18:21:44,00:39:29,,Emergency: NYC: Season 1: Ready or Not (Episode 2),,FireTV 4K Stick 2018,00:39:34,00:39:34,US (United States)
Lil Jessie,2023-04-16 17:45:01,00:36:38,Autoplayed: user action: User_Interaction; ,Emergency: NYC: Season 1: You're Not Alone (Episode 1),,FireTV 4K Stick 2018,00:36:38,00:36:38,US (United States)
Lil Jessie,2023-04-14 00:01:37,00:00:04,Autoplayed: user action: None; ,BEEF: Season 1: Just Not All at the Same Time (Episode 4),,FireTV Stick 2016,00:00:07,Not latest view,US (United States)
Lil Jessie,2023-04-13 23:29:00,00:32:34,,BEEF: Season 1: I Am Inhabited by a Cry (Episode 3),,FireTV Stick 2016,00:32:39,Not latest view,US (United States)
Lil Jessie,2023-04-13 22:58:02,00:30:55,,BEEF: Season 1: The Rapture of Being Alive (Episode 2),,FireTV Stick 2016,00:31:00,Not latest view,US (United States)
Lil Jessie,2023-04-13 22:49:24,00:01:13,,Friday Night Lights,,FireTV 4K Stick 2018,00:01:13,Not latest view,US (United States)
Lil Jessie,2023-04-13 22:21:16,00:36:41,,"BEEF: Season 1: The Birds Don't Sing, They Screech in Pain (Episode 1)",,FireTV Stick 2016,00:36:41,Not latest view,US (United States)
Lil Jessie,2023-04-11 05:27:19,00:00:04,Autoplayed: user action: None; ,The Future Of: Season 1: Life After Death (Episode 7),,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-04-11 05:09:43,00:17:35,,The Future Of: Season 1: Dogs (Episode 1),,FireTV 4K Stick 2018,00:17:38,00:17:38,US (United States)
Lil Jessie,2023-04-11 04:52:52,00:16:49,,The Future Of: Season 1: Headphones (Episode 12),,FireTV 4K Stick 2018,00:16:52,00:16:52,US (United States)
Lil Jessie,2023-04-11 04:35:55,00:16:54,,The Future Of: Season 1: Health (Episode 11),,FireTV 4K Stick 2018,00:16:58,00:16:58,US (United States)
Lil Jessie,2023-04-11 04:19:24,00:16:29,,The Future Of: Season 1: Skyscrapers (Episode 10),,FireTV 4K Stick 2018,00:16:33,00:16:33,US (United States)
Lil Jessie,2023-04-11 03:58:47,00:20:35,,The Future Of: Season 1: Fashion (Episode 9),,FireTV 4K Stick 2018,00:20:39,00:20:39,US (United States)
